Ano,UF,Município,Entidade Executora,Agricultura Familiar,Orgânico,Produto,Documento Despesa,Unidade Medida,Quantidade Comprada,Valor Unitário R$,Valor Total R$
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000310,MILILITRO,100,4.1,410
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000310,MILILITRO,280,4.3,1204
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000310,MILILITRO,30,4.3,129
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000310,MILILITRO,300,3,900
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000000303,MILILITRO,200,6,1200
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000000303,MILILITRO,100,8,800
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000000303,MILILITRO,500,3.75,1875
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000000303,MILILITRO,400,3,1200
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000000303,MILILITRO,200,7,1400
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000000360,MILILITRO,300,3.75,1125
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",000000360,MILILITRO,300,6,1800
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",3424,LITRO,100,7,700
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",3424,LITRO,200,6,1200
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",3424,LITRO,40,3,120
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",3449,LITRO,100,7,700
 2017,AC,ACRELANDIA,PREF MUN DE ACRELANDIA,NÃO,NÃO,"Suco concentrado, diversos sabores",3449,LITRO,400,3,1200
